Number,Station,x,y
-13.9,USC00394343,44.0839,103.4342
-20.6,USC00394516,43.9025,-99.8583
-15.55,USC00394596,44.6122,101.3369
-13.6,USC00394671,45.7733,103.8789
-15.55,USC00394766,44.0644,-99.4603
-10.3,USC00394834,44.3544,103.743
-22.5,USC00394864,45.9397,102.1575
-24.7,USC00394893,45.7186,-98.9383
-20.0,USC00394956,45.7475,102.7969
-16.9,USC00394983,43.46,101.4956
-20.55,USC00395048,45.785,103.3719
-16.1,USC00395281,43.1803,101.7386
-16.4,USC00395325,44.8656,102.5658
-20.55,USC00395360,43.7447,-97.3081
-23.9,USC00395381,45.8383,101.2769
-20.3,USC00395406,45.8133,100.8072
-18.35,USC00395456,45.155,-98.5825
-18.9,USC00395481,43.2358,-97.5714
-19.15,USC00395506,44.0667,101.15
-18.35,USC00395531,45.2267,-96.6233
-19.45,USC00395544,44.5172,101.6183
-16.95,USC00395561,44.5178,-98.9814
-14.75,USC00395620,43.3061,100.6558
-14.45,USC00395638,43.1122,100.6111
-16.1,USC00395648,44.7342,100.8042
-21.7,USC00395669,43.7644,-98.0714
-24.7,USC00395691,45.5656,100.4489
-11.65,USC00395738,43.8197,-97.2017
-8.35,USC00395870,43.8769,103.4578
-15.55,USC00395891,43.8878,100.7075
-12.8,USC00396054,44.7136,103.4258
-13.85,USC00396212,43.1878,103.2372
-13.35,USC00396227,43.175,102.7458
-22.2,USC00396292,44.7322,100.1447
-15.25,USC00396304,43.4033,103.2683
-13.6,USC00396427,44.0622,103.4819
-12.8,USC00396574,43.0689,-98.5325
-19.45,USC00396636,44.5169,102.2153
-19.45,USC00396712,45.9033,100.2878
-14.4,USC00396736,43.395,102.3894
-14.15,USC00396947,44.1206,103.2842
-15.3,USC00396948,44.0728,103.2108
-18.6,USC00397052,44.8656,-98.5253
-19.75,USC00397062,45.3767,103.3675
-13.6,USC00397073,44.6981,102.5608
-19.75,USC00397277,45.4528,-99.3358
-21.15,USC00397326,45.7086,-97.4339
-18.9,USC00397569,45.685,102.2733
-24.7,USC00397742,45.6656,-97.0394
-9.75,USC00397882,44.4975,103.8717
-23.65,USC00398116,45.3036,-97.0625
-22.5,USC00398307,45.4283,101.0764
-20.55,USC00398420,45.05,-98.0956
-13.85,USC00398472,42.9917,-97.8703
-15.85,USC00398622,42.7625,-96.9194
-20.6,USC00398652,45.9203,-96.8308
-21.1,USC00398767,43.0833,-98.2894
-13.9,USC00398911,44.0681,102.4497
-15.85,USC00398930,44.9028,-97.1136
-25.25,USC00398980,45.4247,-97.3269
-21.65,USC00399004,45.3331,-97.5228
-15.55,USC00399070,44.0756,-98.5706
-15.55,USC00399232,43.6872,-98.6717
-18.35,USC00399337,45.4078,-96.8619
-13.3,USC00399347,43.5561,103.4794
-18.35,USC00399355,43.9708,-97.3489
-12.2,USC00399367,43.3686,-99.8403
-14.45,USC00399442,43.4989,100.4814
1.1,USC00400049,35.7978,-89.1175
-0.25,USC00400081,36.3806,-84.8744
3.05,USC00400137,35.1131,-89.2122
5.0,USC00400235,34.9925,-86.8561
3.1,USC00400284,35.4322,-84.5833
0.0,USC00400669,36.4583,-86.3239
-6.1,USC00400705,36.235,-88.0908
1.95,USC00400876,35.2622,-88.9892
1.95,USC00401039,35.9903,-86.7786
-3.3,USC00401145,35.5894,-89.2586
0.55,USC00401310,36.5803,-85.1256
0.55,USC00401352,36.0519,-88.0828
0.55,USC00401480,36.2456,-85.945
0.55,USC00401585,35.8317,-87.4219
0.0,USC00401640,36.1722,-87.1805
0.8,USC00401663,36.3211,-87.2217
1.1,USC00401720,35.7047,-86.4869
-1.7,USC00401790,36.5472,-87.3353
-0.3,USC00401795,36.4975,-87.3356
-1.1,USC00401808,35.2192,-84.7917
1.7,USC00401887,35.3683,-85.7014
3.05,USC00401957,35.6381,-87.0864
1.7,USC00402009,36.1075,-85.5033
2.2,USC00402108,35.5497,-89.7
4.2,USC00402360,35.4722,-84.9958
3.9,USC00402388,35.6394,-84.665
-1.1,USC00402489,36.075,-87.3958
0.55,USC00402589,36.4819,-87.8628
-2.5,USC00402806,36.3539,-82.2486
5.55,USC00402934,36.1422,-82.4261
-0.3,USC00402989,35.9689,-87.1364
0.85,USC00403040,35.6392,-85.3586
2.2,USC00403074,35.1342,-86.5419
2.2,USC00403280,35.9417,-86.8686
3.1,USC00403370,36.3661,-85.6553
3.05,USC00403420,35.6878,-83.5372
3.3,USC00403447,35.0761,-89.743
2.2,USC00403465,36.065,-86.4175
-0.85,USC00403636,36.3408,-86.8275
2.5,USC00403679,36.1056,-82.8436
1.4,USC00403938,36.3756,-86.1808
-0.3,USC00404033,35.4442,-88.7244
0.85,USC00404223,35.5567,-87.5414
0.55,USC00404417,36.0028,-88.4253
2.25,USC00404561,35.6214,-88.8456
-1.65,USC00404567,35.55,-88.7169
1.95,USC00404568,35.7103,-88.8222
0.3,USC00404590,36.4258,-84.9419
3.35,USC00404613,36.1222,-83.4739
3.65,USC00404666,36.3472,-82.3458
3.65,USC00404858,36.5194,-82.5275
4.15,USC00404871,35.8572,-84.5281
2.5,USC00404876,36.1033,-87.1153
3.65,USC00404946,35.8983,-83.9569
2.5,USC00405040,36.15,-84.7283
-0.55,USC00405089,35.2436,-87.3508
2.25,USC00405118,36.2981,-86.2631
4.7,USC00405158,35.7875,-84.2622
2.5,USC00405187,35.4139,-86.8086
1.1,USC00405210,35.6503,-88.3903
1.65,USC00405214,35.7136,-88.5608
1.4,USC00405278,35.6047,-87.8408
-0.55,USC00405332,36.3775,-85.3364
1.15,USC00405358,35.7522,-87.7958
3.9,USC00405431,35.0097,-85.3444
3.05,USC00405525,35.2983,-86.3631
1.7,USC00405595,35.5158,-86.0875
-1.95,USC00405681,36.3444,-88.8636
2.5,USC00405882,35.6722,-85.7811
3.3,USC00405956,35.1297,-89.8036
1.4,USC00406012,35.9328,-88.7267
0.6,USC00406162,35.2242,-85.8414
-0.55,USC00406170,36.1483,-85.265
0.3,USC00406180,36.1014,-87.2847
3.35,USC00406271,36.2067,-83.3325
-0.85,USC00406272,36.1683,-83.4028
1.95,USC00406274,35.0711,-89.4117
1.4,USC00406308,35.6558,-88.0064
-7.2,USC00406328,35.655,-83.4411
2.5,USC00406340,35.5572,-87.2019
1.9,USC00406371,35.9203,-86.3728
1.4,USC00406435,35.7197,-86.9653
3.9,USC00406493,36.5517,-84.1728
0.0,USC00406534,35.9833,-83.2008
3.05,USC00406619,36.2131,-84.0603
0.3,USC00406806,36.2469,-86.5631
0.85,USC00406829,36.5028,-84.5308
-0.3,USC00406977,36.2872,-88.2958
2.2,USC00407015,35.6083,-88.12
2.2,USC00407184,35.5983,-85.1939
-0.25,USC00407359,36.5878,-86.5258
2.5,USC00407459,35.1842,-87.0422
1.95,USC00407710,35.7178,-89.4986
2.25,USC00407808,35.8092,-85.6417
3.9,USC00407834,35.8361,-84.6919
2.5,USC00407884,36.4161,-82.9839
2.8,USC00408108,35.1525,-88.3214
2.5,USC00408160,35.1647,-88.5994
3.9,USC00408179,35.9297,-83.5983
-0.25,USC00408184,35.2028,-85.9172
-1.15,USC00408246,35.4922,-86.4775
2.2,USC00408405,35.9419,-85.7892
1.1,USC00408414,35.9106,-86.5578
2.25,USC00408445,35.2803,-85.2414
4.45,USC00408540,35.6764,-84.8547
-0.55,USC00408562,36.4711,-86.8414
2.5,USC00408868,36.465,-83.5603
-0.6,USC00408886,35.3697,-84.3
-0.55,USC00408916,36.325,-87.7886
1.1,USC00408953,35.7636,-86.9322
4.45,USC00409065,35.6031,-83.7767
-1.15,USC00409155,35.3453,-86.2089
0.0,USC00409219,36.3925,-89.0317
2.5,USC00409434,35.5392,-86.2283
2.25,USC00409481,36.0967,-86.1397
-1.95,USC00409493,36.1142,-87.7419
1.4,USC00409502,35.3042,-87.7592
4.15,USC00409691,35.2897,-85.4736
0.0,USC00409709,36.4511,-86.6456
-1.95,USC00409800,35.1614,-86.0314
1.7,USC00409866,35.8375,-86.0894
-2.2,USC00410012,33.8339,101.8436
7.5,USC00410040,30.3519,101.2519
2.2,USC00410120,32.7047,-99.3011
2.25,USC00410174,30.3764,103.66
8.9,USC00410204,29.3653,-95.2336
-1.1,USC00410206,33.3867,-97.7164
12.2,USC00410225,29.4608,101.0286
9.15,USC00410235,29.7878,-94.6342
3.6,USC00410248,32.3483,102.5517
11.65,USC00410257,29.1572,-95.4592
3.35,USC00410268,32.7667,-99.89
10.0,USC00410305,28.3081,-96.8047
2.2,USC00410337,32.7572,-97.0736
13.9,USC00410345,26.8339,-97.7078
0.85,USC00410394,33.1525,100.2333
2.5,USC00410404,32.1633,-95.83
3.3,USC00410408,33.1244,-94.1661
11.15,USC00410431,30.2247,-97.7328
11.4,USC00410433,30.4144,-97.7664
5.0,USC00410482,30.8878,102.3008
6.1,USC00410493,31.7414,-99.9764
3.9,USC00410498,30.9844,103.7403
2.8,USC00410518,32.2631,-96.6369
7.75,USC00410569,28.9797,-95.975
9.45,USC00410586,29.9142,-94.9908
10.0,USC00410611,30.0969,-94.0997
10.0,USC00410613,30.0689,-94.2928
14.7,USC00410639,28.4575,-97.7061
8.05,USC00410690,27.5969,-98.4161
3.6,USC00410764,29.4372,103.9583
8.35,USC00410779,31.2,101.4625
13.9,USC00410805,27.5842,-97.8031
5.3,USC00410828,32.0919,100.3253
11.1,USC00410832,30.095,-98.4142
11.4,USC00410902,29.7986,-98.7353
-1.4,USC00410926,33.8186,-97.7336
0.8,USC00410958,35.6689,101.4022
-0.85,USC00410984,33.5511,-97.8472
1.4,USC00411000,35.5303,102.2564
9.45,USC00411013,29.61,100.4519
6.95,USC00411017,31.1444,-99.3492
0.0,USC00411033,35.62,103.0072
-0.25,USC00411042,32.75,-98.9017
8.65,USC00411048,30.1592,-96.3972
0.3,USC00411063,33.2064,-97.7761
-0.85,USC00411128,33.1908,102.2681
6.95,USC00411138,31.7383,-98.9456
3.05,USC00411246,32.5067,-97.3444
8.6,USC00411250,30.7586,-98.2339
-5.25,USC00411267,35.1867,102.0797
11.95,USC00411337,28.4658,-98.3539
11.4,USC00411398,29.6703,100.0097
4.15,USC00411416,30.1383,104.6822
12.25,USC00411429,29.8608,-98.1958
1.9,USC00411430,34.9806,101.9264
5.0,USC00411492,29.7908,100.6742
4.4,USC00411500,32.1614,-94.3397
8.6,USC00411524,29.1333,103.5144
11.15,USC00411541,30.0164,-97.4786
6.65,USC00411578,31.8075,-94.1642
3.85,USC00411596,31.2581,-95.9744
-1.1,USC00411694,34.4386,100.2183
4.7,USC00411715,29.2703,103.3003
12.25,USC00411720,28.4675,-98.2525
2.2,USC00411772,33.6164,-95.0717
2.2,USC00411800,32.3139,-97.4061
12.5,USC00411810,30.3636,-95.0839
7.2,USC00411875,31.8278,-99.4319
8.85,USC00411880,28.7156,-97.1742
6.95,USC00411934,31.5517,-99.7083
10.3,USC00411956,30.3303,-95.4831
1.7,USC00411968,33.3192,-95.6039
3.6,USC00411974,31.5333,101.2842
12.8,USC00412011,27.7792,-97.5056
18.35,USC00412013,27.6606,-97.3983
5.85,USC00412114,31.3072,-95.4508
-1.4,USC00412121,33.6517,101.245
12.75,USC00412125,28.5978,-98.5547
11.1,USC00412173,29.0892,-97.3433
3.6,USC00412225,32.9203,-94.7225
-0.3,USC00412238,36.0606,102.5211
6.95,USC00412266,29.0567,-96.2319
-0.55,USC00412334,33.2331,-97.6225
1.1,USC00412354,31.9147,105.2097
11.7,USC00412361,29.4078,100.9275
5.55,USC00412404,33.1992,-97.105
1.65,USC00412408,32.9619,102.8219
-2.75,USC00412464,34.5858,102.312
-2.8,USC00412485,31.9961,104.8333
10.0,USC00412585,30.2194,-97.9878
4.45,USC00412598,32.0628,-98.3047
0.85,USC00412617,35.8731,101.9725
11.95,USC00412679,28.7569,100.4792
-2.75,USC00412715,32.3989,-98.8175
5.85,USC00412741,31.2208,-99.8494
16.15,USC00412758,26.2981,-98.1575
7.2,USC00412786,29.2,-96.2653
3.9,USC00412793,31.8117,106.3708
6.15,USC00412809,30.8694,100.5994
5.0,USC00412816,30.8192,100.7572
9.7,USC00412820,30.3642,-97.37
1.7,USC00412902,32.8711,-95.7797
12.5,USC00412906,27.9775,-99.3847
9.45,USC00412950,27.0267,-98.9808
16.15,USC00413060,26.5581,-99.1372
13.9,USC00413063,27.1353,-98.1203
2.5,USC00413133,32.5339,-96.6608
8.35,USC00413183,29.6339,-97.0644
12.25,USC00413201,29.1333,-98.1628
-1.9,USC00413214,33.985,101.3339
0.55,USC00413225,36.4328,100.1369
2.5,USC00413262,30.5997,103.8869
3.6,USC00413266,31.1847,105.7411
5.3,USC00413280,30.9072,102.9153
3.9,USC00413285,32.8342,-97.2981
1.7,USC00413289,32.8472,-97.4761
11.65,USC00413299,28.5033,-98.8392
8.1,USC00413329,30.2392,-98.9089
9.45,USC00413340,28.9844,-95.3808
-1.65,USC00413368,34.64,102.7231
5.25,USC00413411,32.7744,101.4539
-0.85,USC00413420,33.6461,-97.0592
9.75,USC00413507,30.6764,-97.7208
2.2,USC00413546,32.7464,-95.0497
6.65,USC00413614,31.4406,-98.5903
10.55,USC00413618,28.6617,-97.385
10.55,USC00413622,29.4744,-97.4481
0.0,USC00413668,33.1203,-98.5669
2.2,USC00413675,32.5217,-97.8069
3.9,USC00413680,31.3028,102.8222
2.5,USC00413691,32.9506,-97.0553
0.0,USC00413787,36.2631,101.405
-0.3,USC00413828,33.6267,100.3369
7.5,USC00413873,29.4706,-96.9397
3.6,USC00413877,32.4478,-94.5956
15.0,USC00413943,26.2028,-97.6728
-2.75,USC00413972,34.3697,102.1175
-0.25,USC00413979,35.8783,102.385
-0.25,USC00413992,33.1644,-99.7389
14.2,USC00414058,27.3194,-98.6775
9.15,USC00414077,31.4072,-93.7842
3.35,USC00414081,32.1808,-94.7964
-1.35,USC00414098,34.8172,102.4003
5.0,USC00414182,32.0161,-97.1094
2.5,USC00414202,32.7275,-95.1925
12.5,USC00414254,29.3364,-99.1386
6.4,USC00414278,31.8456,-99.5606
9.75,USC00414326,29.7456,-95.28
6.65,USC00414333,29.4717,-95.0833
9.45,USC00414348,30.0047,101.1772
3.05,USC00414375,30.0631,-99.505
11.1,USC00414382,30.7064,-95.5422
-0.3,USC00414517,33.2064,-98.1689
0.0,USC00414570,33.2542,100.5731
3.6,USC00414577,32.7692,-94.3592
10.85,USC00414605,30.3,-98.4094
6.95,USC00414670,30.4453,-99.8045
2.25,USC00414705,32.5589,-96.2725
4.45,USC00414710,31.6728,102.4133
6.1,USC00414770,31.0158,104.1108
3.9,USC00414775,31.8408,103.0889
9.75,USC00414782,30.0739,-99.1094
13.6,USC00414810,27.5311,-97.8497
9.2,USC00414903,29.9175,-96.8769
16.7,USC00414911,26.3233,-98.3233
2.75,USC00414931,31.9836,106.5914
8.05,USC00414950,29.2694,103.7575
2.5,USC00414967,33.0642,101.0489
3.9,USC00414976,32.8242,-95.5275
1.95,USC00414980,32.8522,-95.8864
0.55,USC00414982,33.7542,-99.1442
1.15,USC00415013,32.7228,101.9456
9.15,USC00415060,27.5683,-99.4983
2.5,USC00415094,33.0353,-96.4861
2.2,USC00415101,32.4669,101.0683
3.1,USC00415120,32.0819,101.4842
-0.25,USC00415183,33.55,102.3758
4.45,USC00415193,30.4064,-97.0133
10.55,USC00415196,30.0592,-94.795
-3.05,USC00415247,36.2361,100.2708
-1.1,USC00415265,33.8692,102.2592
7.5,USC00415271,30.7394,-94.9256
9.7,USC00415272,30.7425,-98.6542
3.6,USC00415341,32.4725,-94.7172
3.35,USC00415344,32.5183,-94.7189
6.15,USC00415415,31.4269,-94.8942
9.15,USC00415429,29.6756,-97.6578
10.0,USC00415435,30.2503,-94.1786
5.85,USC00415477,30.9392,-95.9203
1.35,USC00415579,30.1925,103.2717
4.45,USC00415611,31.305,-96.8767
4.15,USC00415618,32.4892,-94.3289
8.6,USC00415650,30.7478,-99.2306
-0.25,USC00415658,34.025,100.8117
9.45,USC00415659,28.6836,-95.9733
13.05,USC00415661,28.0372,-97.8725
16.7,USC00415701,26.1917,-98.2511
4.75,USC00415707,31.1331,102.2217
15.3,USC00415721,26.565,-98.1236
10.8,USC00415742,29.81,-99.2497
9.7,USC00415757,31.435,-97.4011
1.4,USC00415821,34.7261,100.5372
6.35,USC00415822,30.9044,-99.7867
15.55,USC00415836,26.0619,-97.8997
3.9,USC00415852,32.3197,100.1222
3.85,USC00415861,31.4364,100.8781
5.85,USC00415891,32.0186,102.0258
3.05,USC00415954,32.635,-95.4822
-1.1,USC00416074,33.7186,102.7586
0.0,USC00416104,30.7053,104.0233
2.5,USC00416108,33.1689,-95.0056
1.7,USC00416119,33.1964,-95.2236
-1.95,USC00416135,34.2192,102.7328
-2.25,USC00416137,33.9544,102.7783
6.35,USC00416177,31.6164,-94.6431
1.7,USC00416210,31.9611,-96.6881
13.6,USC00416276,29.6597,-98.1636
11.4,USC00416368,29.2828,-97.7675
3.9,USC00416502,31.8797,102.3592
0.0,USC00416636,33.3733,-98.7664
-2.5,USC00416644,34.1797,102.1356
9.2,USC00416680,30.2264,-93.7394
7.2,USC00416733,30.4267,101.0367
10.25,USC00416739,27.4467,-97.2967
4.75,USC00416740,34.0067,100.2989
4.15,USC00416742,33.8083,100.2981
6.65,USC00416747,31.5064,-99.9305
-1.35,USC00416776,35.5544,100.9736
8.1,USC00416780,30.2061,101.5575
-3.6,USC00416785,35.3514,101.3897
6.65,USC00416792,29.3272,103.2061
1.4,USC00416794,33.6744,-95.5586
10.25,USC00416879,28.8889,-99.0897
4.45,USC00416893,31.3783,103.6331
3.85,USC00416932,31.7356,102.5897
2.5,USC00416950,36.3897,100.8239
6.4,USC00416959,29.6603,103.1736
5.0,USC00417066,32.9264,-94.9392
-2.75,USC00417074,33.1869,102.8281
-1.1,USC00417079,34.1892,101.7022
-1.9,USC00417081,34.1981,101.7461
11.95,USC00417111,28.9606,-98.4772
9.15,USC00417170,27.8381,-97.0592
16.65,USC00417179,26.0942,-97.3094
8.3,USC00417183,28.6078,-96.6417
14.45,USC00417184,26.5578,-97.4264
0.55,USC00417206,33.1986,101.3744
11.95,USC00417215,29.0281,-98.5686
8.3,USC00417232,29.9167,-99.7908
7.5,USC00417262,29.5711,104.3714
3.9,USC00417327,32.3664,-99.1925
1.95,USC00417388,32.2619,-97.7064
11.65,USC00417530,28.2939,-97.3297
11.1,USC00417533,28.3294,-97.2947
2.8,USC00417550,32.8136,-97.5756
3.65,USC00417588,32.9964,-96.7428
8.9,USC00417624,29.1853,102.9622
5.0,USC00417669,31.8836,100.5358
12.5,USC00417677,27.7894,-97.6619
12.5,USC00417704,28.0183,-97.0561
7.8,USC00417706,30.0239,100.2119
5.0,USC00417743,32.4481,100.5264
1.7,USC00417782,32.8556,100.4611
2.8,USC00417841,31.8092,-95.1428
17.8,USC00417936,31.0619,-94.1011
4.45,USC00417944,31.3708,100.4944
13.05,USC00417947,29.4703,-98.4728
6.35,USC00417983,29.8833,-97.9494
6.95,USC00417994,31.2842,-98.7589
6.35,USC00418022,30.1414,102.3917
2.8,USC00418040,35.7047,101.5492
14.2,USC00418059,26.2656,-97.8714
13.6,USC00418081,27.2169,-97.6956
7.8,USC00418169,29.4508,-98.7028
1.4,USC00418201,32.7131,102.6597
-0.85,USC00418236,35.215,100.2503
6.4,USC00418252,30.6886,101.8272
1.95,USC00418274,33.7033,-96.6419
-3.35,USC00418323,34.4722,101.3006
8.35,USC00418354,28.0422,-97.5428
10.55,USC00418415,30.0092,-97.1644
2.5,USC00418433,32.71,100.9111
7.5,USC00418446,30.3367,-96.5403
5.55,USC00418449,30.5831,100.6503
-1.4,USC00418566,33.4792,100.8761
0.8,USC00418583,32.9403,-99.8036
4.45,USC00418630,31.8347,100.9828
8.3,USC00418646,31.0372,-97.5283
-0.25,USC00418692,36.4414,102.0775
2.25,USC00418743,33.1481,-95.6269
0.3,USC00418818,33.1714,101.7981
9.4,USC00418862,30.5844,-97.4156
8.9,USC00418924,29.3486,103.595
5.8,USC00418926,29.4744,103.4061
3.9,USC00418942,33.4367,-94.0772
8.3,USC00418996,29.4822,-95.6314
1.4,USC00419016,33.3144,-99.2006
9.15,USC00419031,28.4114,-98.5294
3.05,USC00419088,31.4028,106.0581
7.5,USC00419101,30.7931,-94.1819
0.0,USC00419163,33.7569,-99.8619
-2.5,USC00419175,34.5475,101.7614
-0.55,USC00419191,34.3956,100.8972
4.2,USC00419207,32.3067,-95.2969
2.75,USC00419270,30.5864,104.4997
3.6,USC00419295,31.0417,104.8372
-0.8,USC00419330,35.2775,102.4633
8.6,USC00419361,28.8608,-97.0181
10.0,USC00419367,28.8439,-96.9214
-4.7,USC00419380,34.6522,101.4969
5.0,USC00419417,31.6003,-97.2169
8.35,USC00419491,30.3236,-96.1594
4.4,USC00419499,31.6725,100.7283
2.5,USC00419522,32.4281,-96.8422
-0.3,USC00419532,32.7483,-97.77
11.95,USC00419559,28.1136,-97.4178
3.05,USC00419565,34.8422,100.2103
-0.3,USC00419711,33.4561,101.0925
11.95,USC00419754,30.5347,-94.4456
2.25,USC00419800,32.7019,-96.015
4.45,USC00419847,32.0444,100.1078
8.6,USC00419952,29.2739,-97.1556
0.25,USC00420061,40.4644,111.7708
-5.3,USC00420072,40.5906,111.6369
-13.05,USC00420074,40.3669,110.2986
-3.6,USC00420086,37.4403,112.4819
-9.15,USC00420168,38.2486,111.9608
-6.1,USC00420336,38.6164,109.6192
-0.8,USC00420487,41.9639,111.3983
-2.5,USC00420527,38.2683,112.4817
-2.25,USC00420688,37.0769,111.6639
-3.35,USC00420730,38.7075,112.9539
-6.95,USC00420738,37.6131,109.4847
-10.85,USC00420788,37.2825,109.5575
1.1,USC00420819,40.8911,111.8503
-1.4,USC00420820,40.8547,111.8903
-5.6,USC00420849,37.905,111.42
-2.75,USC00420928,41.5242,112.0436
-5.85,USC00421008,37.6411,112.1703
-0.85,USC00421020,37.5269,110.7167
-8.6,USC00421144,39.8997,113.7128
-7.8,USC00421163,38.46,109.8214
-6.1,USC00421168,38.1678,109.7597
-6.1,USC00421171,38.2914,111.2622
-11.4,USC00421214,39.2078,111.0128
-8.35,USC00421243,38.6472,109.3892
-4.15,USC00421259,37.6658,113.0836
-13.65,USC00421260,37.6564,112.9917
-8.3,USC00421308,37.7158,109.0828
0.25,USC00421446,40.815,111.8322
-7.5,USC00421590,40.9383,111.1472
0.8,USC00421759,40.6189,111.7836
-1.65,USC00421918,41.8331,112.0578
-8.6,USC00422057,40.4044,111.5289
-2.5,USC00422101,39.2872,112.6519
-16.15,USC00422173,40.4383,109.3069
-11.65,USC00422253,40.1703,110.3978
-3.6,USC00422257,40.1839,112.9217
-1.95,USC00422385,40.9656,111.4336
0.3,USC00422558,37.5764,113.715
-10.55,USC00422578,39.3583,111.5992
-5.8,USC00422592,37.7686,111.5978
-7.2,USC00422696,40.2622,112.0897
-3.6,USC00422702,39.7483,111.4164
-3.3,USC00422726,41.0203,111.9328
-9.2,USC00422798,39.0875,111.1325
-1.7,USC00422828,38.9603,112.3239
-3.9,USC00422852,39.84,113.3978
-1.95,USC00422864,40.9317,109.4117
-16.95,USC00422996,40.2842,109.8611
-3.6,USC00423012,38.5778,112.3347
-0.55,USC00423097,40.7242,112.1975
-9.15,USC00423254,38.5778,110.7078
-4.45,USC00423348,40.6019,112.5075
-8.3,USC00423486,41.7139,113.8694
-5.85,USC00423600,38.2553,110.18
-2.8,USC00423980,37.8747,110.3881
-2.75,USC00424135,41.2403,111.7131
-3.9,USC00424174,40.0378,113.9886
-2.5,USC00424321,40.8992,109.1789
-16.4,USC00424342,40.3611,109.3464
1.7,USC00424362,40.3375,112.6114
1.1,USC00424467,40.6439,111.2822
-2.75,USC00424508,37.0286,112.5361
-1.95,USC00424527,38.7953,112.4383
-7.2,USC00424755,37.5142,111.9883
-3.85,USC00424856,41.8253,111.3206
-7.25,USC00424947,38.3014,109.2664
1.95,USC00424968,37.2008,113.2686
-6.15,USC00425065,39.5608,111.8653
-8.35,USC00425138,39.7267,112.3069
-2.8,USC00425182,41.735,111.8564
-2.2,USC00425186,41.7456,111.8033
-3.05,USC00425194,41.6661,111.8914
2.8,USC00425252,37.1431,114.0214
-5.3,USC00425377,40.99,109.7258
-5.0,USC00425402,39.2583,111.6308
-6.4,USC00425477,38.4492,112.2239
-5.55,USC00425582,37.1497,109.8675
-6.35,USC00425733,38.5744,109.5458
-10.55,USC00425805,37.8736,109.3075
-3.9,USC00425826,41.0575,111.6894
0.0,USC00425892,40.7486,111.7233
-10.3,USC00426123,40.4178,110.0511
-0.85,USC00426135,39.7119,111.8319
-2.5,USC00426181,37.4636,113.2897
-7.25,USC00426357,39.3833,112.3
-5.8,USC00426534,37.2722,112.6389
-3.3,USC00426538,40.2767,111.7369
-17.5,USC00426568,40.1344,109.6436
-14.45,USC00426601,37.8156,112.4389
-4.75,USC00426640,37.1044,111.9
-1.4,USC00426708,39.6308,113.8858
-3.9,USC00426869,41.2578,111.8378
1.1,USC00426919,40.3678,111.7333
1.1,USC00427064,40.2458,111.6508
-6.4,USC00427165,41.6608,111.1869
-9.45,USC00427260,38.7617,112.0778
-1.95,USC00427271,41.9064,111.81
-16.4,USC00427395,40.2878,109.9586
-7.2,USC00427408,41.8186,113.4133
1.7,USC00427516,37.1189,113.6067
-7.2,USC00427557,38.9594,111.8547
-6.7,USC00427559,38.9128,111.4164
-4.15,USC00427686,39.9578,111.7794
-5.85,USC00427714,39.2453,112.1067
-2.5,USC00427729,39.6842,111.2056
-9.45,USC00427846,40.6008,111.5842
0.0,USC00428119,40.08,111.6047
-3.05,USC00428476,39.5511,110.3897
-0.3,USC00428733,40.4447,111.7075
0.55,USC00428771,40.5353,112.3217
1.1,USC00428828,41.9153,111.9128
-14.15,USC00429111,40.4403,109.5356
-4.75,USC00429133,40.0958,112.4358
-1.4,USC00429136,37.3522,113.6667
1.95,USC00429165,40.7908,111.4078
-0.25,USC00429595,41.525,111.1494
3.3,USC00429717,37.2092,112.9814
-8.9,USC00430942,44.0358,-72.6389
-5.0,USC00431243,43.3847,-72.5989
-7.2,USC00431363,44.0108,-72.4833
-4.2,USC00431580,43.9572,-73.2106
-4.45,USC00431705,43.3442,-73.0522
-9.15,USC00432314,44.6425,-71.8908
-6.95,USC00432698,44.6722,-72.5572
-1.35,USC00432769,44.9094,-72.8083
-4.7,USC00432773,44.9097,-72.8136
-3.05,USC00432843,44.5078,-73.1153
-9.15,USC00433769,44.2378,-72.9656
-7.2,USC00434115,44.7925,-72.2933
-6.9,USC00434120,44.8128,-71.8903
-7.5,USC00434189,44.9381,-72.5022
-6.35,USC00435273,44.2553,-72.6006
-5.8,USC00435416,44.5247,-72.8153
-6.65,USC00435542,44.9489,-72.1911
-5.55,USC00435733,44.1647,-72.6567
-4.7,USC00435982,43.3392,-72.5056
-6.1,USC00436391,44.2764,-72.4153
-7.5,USC00436893,43.8578,-72.8045
-4.75,USC00436995,43.6253,-72.9781
-2.8,USC00437032,44.8592,-73.0911
-3.35,USC00437054,44.42,-72.0194
-1.1,USC00437098,43.9256,-73.0992
-1.4,USC00437607,44.6264,-73.3031
-4.15,USC00438160,43.0908,-73.1244
-7.8,USC00438169,44.6122,-72.0481
-10.0,USC00438172,44.665,-72.0233
-7.5,USC00438637,44.1872,-72.8781
-7.5,USC00438652,44.5028,-72.2203
-11.65,USC00439984,43.6303,-72.5072
-6.65,USC00439988,44.3747,-72.5822
3.05,USC00440021,36.6686,-81.9647
1.1,USC00440188,37.4256,-77.8914
-1.7,USC00440243,37.3261,-78.8275
3.65,USC00440327,37.755,-77.4853
-1.95,USC00440720,38.5217,-78.4356
2.5,USC00440735,36.8567,-82.7997
-0.3,USC00440766,37.2039,-80.4144
1.1,USC00440792,37.0997,-81.1161
