Number,Station,x,y
-19.2,USC00210746,48.1969,-93.7994
-20.85,USC00210809,47.6714,-94.5175
-17.2,USC00210855,43.6236,-94.0947
-16.7,USC00210939,46.3433,-94.2086
-23.3,USC00210973,46.2681,-96.5914
-20.55,USC00210989,47.2472,-91.8625
-19.45,USC00211063,45.5958,-96.8283
-18.6,USC00211065,44.7336,-94.3417
-16.95,USC00211074,46.3003,-92.5336
-16.4,USC00211107,45.1969,-93.84
-16.95,USC00211174,44.0908,-92.64
-15.0,USC00211198,43.6308,-91.5028
-17.8,USC00211227,45.5564,-93.2347
-26.65,USC00211250,48.61,-95.1817
-17.25,USC00211263,44.7183,-96.2697
-20.0,USC00211374,47.3847,-94.6147
-19.45,USC00211448,44.8497,-93.5644
-16.1,USC00211468,44.8131,-93.6311
-17.75,USC00211630,46.7053,-92.5239
-18.9,USC00211691,45.5794,-94.3919
-18.6,USC00211771,47.8947,-92.5336
-23.6,USC00211891,47.8186,-96.6139
-18.6,USC00212015,46.125,-95.9089
-17.2,USC00212023,45.0419,-94.2781
-18.9,USC00212050,46.8997,-94.3872
-15.85,USC00212088,45.0469,-93.7772
-23.05,USC00212142,46.8372,-95.8375
-20.8,USC00212146,46.8575,-95.6067
-14.15,USC00212500,45.3047,-93.5842
-16.95,USC00212555,47.9722,-91.4492
-18.3,USC00212576,47.6431,-92.2264
-16.65,USC00212645,47.4581,-92.5303
-17.25,USC00212698,43.6447,-94.4656
-16.4,USC00212721,44.3092,-93.2661
-17.5,USC00212737,44.6697,-93.17
-17.8,USC00212842,46.9728,-92.87
-14.4,USC00212881,45.3317,-92.8983
-18.9,USC00213076,44.5564,-94.2208
-21.7,USC00213174,45.6583,-95.4392
-16.9,USC00213282,47.7517,-90.3283
-18.3,USC00213290,43.7047,-92.5644
-13.35,USC00213296,47.9711,-89.6908
-24.75,USC00213303,47.2436,-93.4975
-26.95,USC00213311,44.8136,-95.5517
-17.2,USC00213411,46.4119,-94.3608
-17.2,USC00213417,48.1603,-90.8842
-14.45,USC00213567,44.7597,-92.8689
-15.3,USC00213793,45.9919,-92.9928
-17.75,USC00213965,44.8978,-94.3719
-18.6,USC00214077,47.5933,-91.6514
-16.4,USC00214093,47.0239,-92.07
-17.5,USC00214103,46.3197,-93.5014
-21.65,USC00214106,47.2256,-95.1919
-16.4,USC00214176,44.65,-93.6356
-19.45,USC00214191,48.4089,-93.0483
-22.75,USC00214306,48.5011,-92.6444
-16.95,USC00214373,45.3533,-94.3056
-19.45,USC00214453,43.7022,-95.1519
-18.35,USC00214534,43.9983,-95.9494
-18.05,USC00214546,44.2394,-95.3153
-19.75,USC00214652,47.2467,-94.2228
-22.8,USC00214778,45.1278,-94.5347
-14.45,USC00214793,46.0039,-94.345
-18.3,USC00214861,45.9647,-94.8892
-15.85,USC00214884,44.9783,-93.2469
-21.1,USC00214994,45.0022,-96.1661
-31.1,USC00215012,47.3169,-95.9692
-17.75,USC00215073,44.1542,-94.0211
-18.85,USC00215204,44.4717,-95.7903
-18.6,USC00215325,45.6772,-94.8019
-15.85,USC00215392,45.7533,-93.6617
-21.65,USC00215400,45.1219,-95.9269
-24.4,USC00215563,44.9342,-95.7458
-26.15,USC00215586,46.8875,-96.7483
-20.85,USC00215598,46.4378,-92.7578
-16.7,USC00215615,45.8775,-93.3147
-20.0,USC00215638,45.59,-95.8744
-19.15,USC00215838,45.01,-93.3792
-16.1,USC00215845,45.2597,-94.9461
-21.95,USC00215887,44.3006,-94.4897
-20.8,USC00215902,46.5233,-95.3847
-20.0,USC00215989,47.8358,-94.2556
-19.15,USC00216152,44.7628,-94.9297
-18.6,USC00216211,48.0508,-92.7636
-20.0,USC00216276,46.4144,-95.5464
-18.35,USC00216287,44.0975,-93.2317
-23.05,USC00216547,46.6694,-94.1089
-24.15,USC00216787,47.8794,-96.2844
-13.9,USC00216822,44.6103,-92.61
-18.35,USC00216839,44.5486,-95.0997
-17.5,USC00216920,45.7575,-94.2072
-15.0,USC00217107,44.7167,-93.0981
-25.8,USC00217149,46.4808,-96.2869
-18.05,USC00217326,43.9903,-94.6122
-14.15,USC00217379,44.9311,-93.1539
-19.15,USC00217405,44.3222,-93.9656
-18.05,USC00217602,43.6303,-94.7744
-19.75,USC00217907,44.2469,-94.9864
-15.25,USC00217935,44.9347,-93.6275
-14.45,USC00218039,45.0456,-92.8522
-18.05,USC00218191,46.9581,-95.6547
-15.85,USC00218227,44.2811,-92.1944
-27.25,USC00218247,48.1328,-96.1819
-25.85,USC00218254,48.2108,-95.2475
-16.65,USC00218307,47.8003,-92.2867
-18.6,USC00218323,44.2394,-95.6308
-13.05,USC00218419,47.0258,-91.6653
-20.0,USC00218421,47.1253,-91.7067
-15.3,USC00218450,44.9903,-93.18
-13.05,USC00218477,45.0483,-93.0958
-20.85,USC00218579,46.3939,-95.1494
-20.25,USC00218621,47.0997,-94.5725
-25.55,USC00218679,48.8947,-95.3303
-19.45,USC00218692,44.0708,-93.5264
-21.4,USC00218700,48.2058,-94.4272
-20.0,USC00218808,43.7467,-93.7367
-20.85,USC00218907,45.8081,-96.5042
-25.85,USC00218947,45.8622,-96.5653
-19.75,USC00218986,45.5231,-92.7489
-18.6,USC00219004,45.1078,-95.0358
-23.35,USC00219033,43.8769,-95.1158
-18.3,USC00219046,43.7639,-94.1661
-13.6,USC00219072,44.0875,-91.6703
-14.75,USC00219134,47.45,-91.2167
-18.6,USC00219170,43.645,-95.5803
-20.0,USC00219173,46.6803,-92.9542
-16.4,USC00219249,44.2992,-92.6661
8.05,USC00220021,33.83,-88.5214
10.8,USC00220585,31.2353,-88.9186
5.25,USC00220660,33.1772,-90.4919
9.75,USC00220792,30.3931,-89.0008
3.6,USC00220955,34.6344,-88.5622
8.35,USC00221094,31.5447,-90.4581
6.15,USC00221314,33.8592,-89.3136
8.85,USC00221389,32.6714,-90.0361
10.55,USC00221489,32.7506,-89.5389
4.15,USC00221707,34.1864,-90.5572
5.0,USC00221738,33.7367,-90.7444
6.95,USC00221743,33.7942,-90.7128
9.75,USC00221852,31.6419,-89.5572
12.5,USC00221865,31.2503,-89.8361
1.7,USC00221880,33.4678,-88.3847
3.05,USC00221962,34.8792,-88.6178
6.7,USC00222094,31.9461,-90.3775
8.85,USC00222282,32.7622,-88.6494
8.9,USC00222385,31.9544,-89.9328
6.65,USC00222896,33.5628,-89.2358
8.35,USC00223107,32.36,-89.4208
5.55,USC00223208,34.2614,-88.4569
6.15,USC00223605,33.3592,-91.06
13.05,USC00223887,31.2547,-89.3392
6.1,USC00223920,31.8328,-90.4542
3.6,USC00224001,34.6189,-89.1911
2.5,USC00224173,34.8219,-89.4347
3.3,USC00224377,34.6989,-89.8214
4.75,USC00224776,33.0583,-89.5797
4.15,USC00224869,34.2044,-90.2908
11.15,USC00224939,31.6756,-89.1236
8.05,USC00225062,33.1228,-90.0517
8.05,USC00225247,33.1356,-89.0711
8.3,USC00225361,33.1544,-88.5586
11.1,USC00225987,31.5519,-90.1058
4.45,USC00226009,33.4517,-90.5097
6.65,USC00226177,31.5889,-91.3408
9.15,USC00226308,32.3378,-89.0817
7.5,USC00226476,32.2061,-90.5133
0.3,USC00226527,34.9536,-89.8297
10.55,USC00226638,32.0339,-88.71
9.45,USC00226894,32.7692,-89.1303
1.65,USC00226926,32.8864,-89.9775
4.45,USC00227111,34.1381,-88.9983
12.5,USC00227128,30.8408,-89.5453
4.7,USC00227132,31.985,-90.9719
8.35,USC00227276,32.1433,-89.5525
6.4,USC00227560,32.8978,-90.8853
4.7,USC00227815,34.3961,-89.7903
2.5,USC00227831,32.5861,-90.6261
13.1,USC00227840,30.6264,-89.055
7.5,USC00228374,33.4692,-88.7822
5.55,USC00228445,33.4311,-90.9108
5.0,USC00229004,34.265,-88.7658
10.25,USC00229048,31.08,-90.0603
4.15,USC00229079,34.3725,-89.5308
5.3,USC00229173,34.1647,-88.7239
8.05,USC00229230,32.385,-90.8753
5.0,USC00229400,34.1583,-89.6311
13.3,USC00229426,30.2947,-89.3831
12.2,USC00229439,31.6772,-88.6708
7.5,USC00229743,33.4847,-89.6244
9.45,USC00229860,32.9028,-90.3817
-11.95,USC00230051,40.2486,-94.3308
-3.35,USC00230127,36.6919,-91.3989
-12.8,USC00230143,39.8914,-94.36
-3.3,USC00230163,36.645,-94.4855
-7.5,USC00230204,38.1872,-94.0283
-5.0,USC00230304,37.2614,-93.5914
-4.2,USC00230368,36.875,-92.8519
-12.8,USC00230608,40.2575,-94.0269
-4.15,USC00230657,37.0539,-93.5756
-5.25,USC00230789,37.6164,-93.3914
-7.5,USC00230856,39.3444,-91.1711
-9.7,USC00230980,39.765,-93.0594
-9.15,USC00231037,39.4247,-93.1331
-6.15,USC00231087,37.6669,-93.1069
-9.7,USC00231145,38.2611,-94.405
-7.25,USC00231189,38.6278,-92.5567
-9.7,USC00231275,40.1439,-91.5158
-9.7,USC00231340,39.3594,-93.4886
-5.55,USC00231356,37.1772,-94.3047
-5.0,USC00231383,36.6875,-93.8694
-10.55,USC00231580,39.775,-93.5358
-5.85,USC00231640,39.3736,-90.9061
-4.75,USC00231674,37.1319,-90.7756
-9.7,USC00231711,38.395,-93.7711
-7.25,USC00231748,38.4844,-93.2556
-10.0,USC00231801,38.9425,-92.3206
-12.25,USC00231822,40.2394,-94.6833
-0.85,USC00232240,36.9858,-94.3553
0.0,USC00232289,36.6206,-90.8125
-3.3,USC00232302,36.7397,-92.2086
-11.95,USC00232318,40.4906,-92.3706
-5.8,USC00232511,37.8642,-94.0156
-10.85,USC00232568,38.8681,-94.0353
-11.1,USC00232591,39.1558,-90.7831
-2.75,USC00232619,37.1561,-91.3603
-7.5,USC00232809,37.7919,-90.4097
-3.9,USC00232850,38.2325,-90.3981
-4.7,USC00232981,37.7481,-92.1053
-3.05,USC00233038,37.5742,-90.3075
-5.25,USC00233043,38.4583,-91.7028
-5.8,USC00233079,38.8483,-91.9419
-2.25,USC00233094,36.8061,-93.4678
-11.4,USC00233102,39.9081,-93.9697
-4.45,USC00233162,36.8658,-92.3606
-13.85,USC00233375,40.4639,-94.4978
-12.8,USC00233416,40.3503,-92.9492
-13.05,USC00233568,39.7425,-94.0347
-8.65,USC00233601,39.7231,-91.3747
-10.55,USC00233838,39.0733,-93.7075
-1.7,USC00234019,37.3186,-91.9628
-9.75,USC00234154,39.0647,-94.3861
-2.2,USC00234192,36.5764,-92.6767
-1.65,USC00234226,37.3781,-89.6678
-5.0,USC00234271,38.5853,-92.1825
-13.05,USC00234382,39.3667,-94.3294
-11.7,USC00234544,40.2058,-92.5747
-7.25,USC00234705,37.5983,-94.2842
-7.2,USC00234825,37.685,-92.6939
-5.0,USC00234919,37.5544,-91.8833
-11.65,USC00234982,39.8569,-93.1497
-5.85,USC00235027,37.3908,-93.9492
-8.05,USC00235050,39.7506,-92.5064
0.55,USC00235207,36.5994,-89.9894
-5.55,USC00235227,37.1086,-92.5789
-2.75,USC00235253,37.3036,-89.9664
-6.1,USC00235307,37.3233,-92.9828
-14.45,USC00235340,40.3458,-94.8342
-11.65,USC00235492,40.4575,-92.1822
-6.1,USC00235541,39.1756,-91.8861
-8.3,USC00235671,39.4194,-92.4369
-5.55,USC00235704,36.8617,-93.9625
-5.3,USC00235834,37.1542,-92.2619
-5.55,USC00235862,37.0733,-93.8789
-1.4,USC00235950,36.5539,-90.3944
-5.3,USC00235976,36.865,-94.3603
-9.15,USC00235987,37.8394,-94.3739
-8.6,USC00236012,39.0172,-92.7558
1.1,USC00236045,36.5869,-89.5325
-17.2,USC00236357,39.9808,-95.1464
-5.3,USC00236402,38.0492,-93.7039
-2.8,USC00236460,36.6744,-93.1075
-10.0,USC00236745,38.81,-94.2647
-5.85,USC00236777,37.905,-93.3167
0.0,USC00236791,36.7578,-90.4056
-2.75,USC00236804,36.4136,-89.6997
-5.3,USC00236826,37.8956,-90.8414
-11.15,USC00236866,40.3986,-93.5839
-11.15,USC00237116,39.2422,-93.97
-5.25,USC00237263,37.9567,-91.7761
-5.3,USC00237300,38.4508,-91.3753
-5.0,USC00237397,38.8142,-90.5139
-4.45,USC00237398,38.6853,-90.5233
-3.9,USC00237452,38.6308,-90.2708
-4.45,USC00237475,38.7678,-90.5894
-5.0,USC00237506,37.6339,-91.5361
-8.9,USC00237514,39.4247,-92.8106
-7.75,USC00237578,39.6361,-91.25
-8.6,USC00237632,38.6753,-93.2228
-5.0,USC00237656,36.8369,-94.6211
-8.9,USC00237720,39.6828,-92.0464
1.4,USC00237772,36.8775,-89.6231
-12.8,USC00237963,40.2472,-93.7158
-12.8,USC00238051,39.9703,-91.8875
-5.0,USC00238082,37.6967,-93.7725
-4.7,USC00238184,37.14,-91.6269
-9.45,USC00238223,38.9664,-93.4194
-11.1,USC00238444,40.0825,-93.6086
-12.5,USC00238523,40.475,-93.0031
-7.2,USC00238577,39.3075,-91.4925
-6.4,USC00238583,36.9858,-92.2058
-6.95,USC00238603,38.4325,-92.8397
-2.25,USC00238620,38.2017,-91.9811
-6.7,USC00238664,37.29,-94.6042
-2.5,USC00238700,36.9231,-90.2836
-6.1,USC00238725,38.8347,-91.1389
-5.3,USC00238740,36.5753,-94.0536
-4.45,USC00238746,38.5417,-90.975
-4.7,USC00238754,36.8581,-92.5875
-5.55,USC00238777,37.8131,-92.2317
-4.7,USC00238805,38.6989,-90.6828
-3.9,USC00238880,36.7267,-91.8736
-8.6,USC00239034,38.5331,-93.5317
-4.15,USC00239178,37.1564,-90.0106
-2.5,USC00240075,47.0036,114.4781
-10.0,USC00240088,45.2089,104.2647
-2.25,USC00240111,45.0961,112.0856
0.55,USC00240199,46.1308,112.9333
-1.1,USC00240364,47.4925,112.3969
-3.3,USC00240375,46.6456,112.2656
-18.9,USC00240412,46.3661,104.2822
-25.0,USC00240554,48.6714,106.4808
-13.05,USC00240743,45.0428,105.48
0.8,USC00240755,47.8769,114.0336
-15.85,USC00240770,48.1347,110.0592
-5.55,USC00240775,45.2775,111.3253
-6.1,USC00240780,45.8325,109.9511
-12.2,USC00240801,45.7503,108.5697
-11.95,USC00240802,45.7717,108.4811
-21.35,USC00240923,47.4694,104.895
-1.95,USC00241008,46.2311,112.1139
-0.55,USC00241044,45.6622,111.0464
-1.35,USC00241047,45.6728,111.1547
-12.5,USC00241084,45.8161,106.2328
-23.9,USC00241088,48.5156,105.2992
-11.1,USC00241102,45.3261,108.9092
-14.45,USC00241127,45.4442,105.4072
-17.8,USC00241169,47.2875,105.83
-1.1,USC00241262,48.2561,115.8494
-11.4,USC00241297,45.5397,106.9597
-20.25,USC00241518,46.7444,104.3092
-12.5,USC00241525,47.7922,111.2203
-4.15,USC00241552,47.2192,111.7106
-5.8,USC00241557,46.9956,111.5772
-17.75,USC00241692,48.5092,110.9694
-16.95,USC00241722,48.5883,109.2267
-16.95,USC00241730,48.1728,109.0053
-13.05,USC00241737,47.8206,112.1922
-19.15,USC00241758,47.4122,105.5956
-16.35,USC00241875,47.0564,106.6164
-14.45,USC00241905,45.8944,106.6336
-11.65,USC00241938,45.6444,109.2675
-16.4,USC00241974,48.1736,111.9503
-10.6,USC00241984,48.0803,107.525
-6.9,USC00241995,45.0108,109.9819
1.65,USC00242104,48.1881,114.1339
-26.1,USC00242122,48.1503,104.5089
3.05,USC00242221,46.0264,114.1764
-0.55,USC00242275,46.3911,112.7975
-11.1,USC00242301,48.9983,112.7886
-6.4,USC00242347,47.3181,109.9372
-0.85,USC00242409,45.2089,112.6389
-2.5,USC00242421,45.7511,112.7547
-17.25,USC00242550,48.7167,111.4758
-8.05,USC00242629,48.4472,113.2236
-17.5,USC00242689,45.8864,104.5478
-3.3,USC00242738,46.5631,112.4342
-2.2,USC00242793,45.3394,111.7122
0.8,USC00242827,48.8978,115.0644
-8.05,USC00242857,47.615,111.9861
-9.15,USC00243013,46.8217,108.3725
-13.35,USC00243098,46.2722,106.6756
-17.5,USC00243110,48.4983,109.8014
-15.55,USC00243113,47.8303,110.6611
-2.25,USC00243142,48.7822,114.8767
-20.3,USC00243176,48.0119,106.4117
-1.35,USC00243378,45.0317,110.7036
-2.5,USC00243437,46.1925,113.2633
-4.7,USC00243489,47.6011,112.7547
-13.3,USC00243530,48.5647,110.3028
-18.3,USC00243557,48.1925,106.6383
-1.65,USC00243570,45.5261,112.7006
-20.3,USC00243581,47.1058,104.7175
-13.6,USC00243617,48.9753,111.3989
-13.05,USC00243727,47.0256,108.8036
-14.45,USC00243749,47.4883,111.2792
-6.7,USC00243753,47.4614,111.385
1.65,USC00243885,46.2461,114.1681
-18.1,USC00243934,48.2383,108.6783
-12.75,USC00243939,46.4356,109.8428
-0.55,USC00243984,47.3889,115.4225
-21.1,USC00244180,48.3478,107.1533
-10.3,USC00244193,46.9997,109.8703
-3.6,USC00244241,46.9908,112.0117
0.3,USC00244328,48.3425,114.0217
-14.45,USC00244345,45.9228,108.2453
-13.05,USC00244358,46.2897,107.2306
-9.75,USC00244386,46.5675,107.195
-0.55,USC00244447,45.3681,113.4089
-11.95,USC00244506,45.4733,109.0106
-17.5,USC00244512,48.5594,110.7719
-16.65,USC00244522,47.3144,106.9103
-13.9,USC00244545,46.6103,109.4736
1.1,USC00244558,48.3042,114.2636
1.1,USC00244560,48.3094,114.2522
-6.4,USC00244820,44.5994,111.8125
0.3,USC00244896,45.3675,112.0964
-6.65,USC00244954,46.3614,110.5997
-8.05,USC00244976,47.0706,109.41
-8.35,USC00244979,47.0069,109.2231
-0.8,USC00245000,48.3806,115.5578
-0.8,USC00245011,48.41,115.3181
-2.5,USC00245015,48.4036,115.5392
-0.8,USC00245020,47.9578,115.2144
-8.6,USC00245030,44.6331,112.5928
-1.35,USC00245040,46.9558,112.6547
-0.85,USC00245043,47.4083,113.7125
-11.1,USC00245123,45.8756,111.4106
-4.15,USC00245144,46.7258,114.5331
-13.6,USC00245153,47.9364,110.5025
-18.6,USC00245334,48.3589,107.8714
-20.8,USC00245338,48.3939,107.7286
-17.2,USC00245340,47.8417,107.9556
-6.65,USC00245387,46.5,110.3378
-25.3,USC00245572,48.4828,104.4514
-13.9,USC00245596,46.6008,107.8706
-6.65,USC00245603,46.1047,110.05
-18.85,USC00245668,46.7614,104.9622
-2.2,USC00245712,46.8747,111.1642
1.35,USC00245735,46.8983,113.9678
1.95,USC00245740,46.9244,114.0911
-15.0,USC00245754,46.2858,105.2919
-15.0,USC00245761,47.0572,109.9511
-13.05,USC00245870,45.1758,105.7517
-9.15,USC00245872,47.0219,107.8225
-1.65,USC00245961,45.2436,109.7311
-22.5,USC00245983,48.1322,106.3536
-3.65,USC00246007,47.0381,110.7861
1.95,USC00246157,45.4875,111.6336
-1.65,USC00246190,45.435,109.8081
-3.35,USC00246218,48.5497,114.5739
-25.85,USC00246236,48.9989,106.38
-23.35,USC00246238,48.6956,106.3153
-3.35,USC00246304,46.8819,113.0564
-11.65,USC00246370,45.6517,108.9019
0.55,USC00246472,46.3158,113.3
-0.55,USC00246580,48.1056,114.8778
-27.5,USC00246586,48.7747,104.5672
-18.9,USC00246601,46.4178,104.5164
-2.5,USC00246618,48.7792,114.2889
-0.55,USC00246635,47.675,114.1906
0.85,USC00246640,47.6775,114.2419
-13.9,USC00246647,46.1972,108.0039
-21.95,USC00246672,48.9978,107.8331
-13.1,USC00246685,46.8767,113.5625
-15.3,USC00246691,45.8525,105.035
-12.5,USC00246862,45.9717,109.2536
-27.5,USC00246893,48.9975,104.575
-6.4,USC00246902,47.2972,110.7456
-23.35,USC00246927,48.8197,104.9428
-15.55,USC00247034,45.5022,104.4478
-15.55,USC00247136,46.8203,106.2453
-15.55,USC00247159,47.19,112.29
-11.7,USC00247214,46.4381,108.5319
-12.75,USC00247220,46.3253,108.7403
-16.95,USC00247247,48.2775,110.6022
-18.65,USC00247248,48.8539,110.5969
-12.75,USC00247261,46.2986,109.2561
-13.9,USC00247263,46.5333,109.3442
-17.8,USC00247265,48.4661,107.3528
5.25,USC00247286,47.315,114.0983
-11.95,USC00247292,48.7386,113.4294
0.55,USC00247318,47.3036,115.0908
-15.0,USC00247342,47.5775,108.7283
-22.8,USC00247382,47.4536,104.3378
-26.95,USC00247425,48.8356,105.4747
-1.1,USC00247448,47.2142,113.5203
-16.1,USC00247500,48.5133,111.855
1.1,USC00247540,47.5314,110.5764
-23.6,USC00247560,47.7283,104.1469
-18.9,USC00247620,48.9981,110.2158
-14.15,USC00247740,45.3242,105.9136
-10.55,USC00247864,47.155,110.2239
3.6,USC00247894,46.5136,114.0911
1.65,USC00247964,45.8478,113.9269
-3.35,USC00247967,45.9111,113.7394
-16.9,USC00247996,48.8869,111.7275
-6.1,USC00248021,47.4772,111.7375
-2.25,USC00248087,47.9161,113.8389
-18.35,USC00248165,46.7939,105.3022
-20.55,USC00248169,47.07,105.4953
1.95,USC00248211,47.5933,115.3594
-15.55,USC00248233,48.3103,111.0878
-0.3,USC00248380,47.8669,115.6278
-0.85,USC00248390,48.4806,115.9061
-21.65,USC00248415,48.9992,108.3894
-0.3,USC00248430,45.5472,112.3261
-16.1,USC00248498,47.3392,108.4992
-20.55,USC00248569,47.88,105.3686
-2.2,USC00248597,45.2925,111.9478
-26.35,USC00248777,48.8744,104.0503
7.8,USC00248783,46.3283,114.0847
-1.65,USC00248809,48.5003,113.9847
-8.05,USC00248858,44.6567,111.0903
-6.1,USC00248860,44.7917,111.1092
-1.65,USC00248902,48.4081,114.3594
-3.6,USC00248930,46.5436,110.9
-23.9,USC00248957,46.9878,104.1567
-0.55,USC00249023,46.0306,110.5056
-16.1,USC00249033,47.5597,109.3767
1.1,USC00249082,45.8025,112.9939
-1.65,USC00249187,48.9514,115.6267
-11.9,USC00249240,45.3128,107.9383
-18.35,USC00249900,47.9186,108.5244
-10.0,USC00250030,42.4244,103.7347
-15.55,USC00250050,42.5522,-99.8556
-11.15,USC00250138,42.1539,103.2083
-9.75,USC00250245,41.6108,-99.9044
-8.05,USC00250355,41.4322,100.2719
-4.75,USC00250365,41.5697,101.6917
-13.3,USC00250375,41.0408,-96.3811
-14.4,USC00250435,40.3706,-95.7469
-9.45,USC00250525,41.8858,-98.5631
-13.6,USC00250622,40.2994,-96.75
-5.85,USC00250640,40.1306,-99.8278
-3.05,USC00250760,40.0644,101.5436
-3.6,USC00250865,41.0653,102.0711
-6.95,USC00251145,41.6681,103.1039
-4.15,USC00251149,41.5639,103.3678
-5.25,USC00251189,41.6111,102.9014
-8.05,USC00251200,41.4083,-99.675
-12.25,USC00251345,41.7769,-99.1433
-6.4,USC00251361,41.0103,103.8769
-14.2,USC00251365,42.9131,-98.8511
-5.0,USC00251415,40.2847,100.1433
-6.65,USC00251450,40.6944,-99.7008
-14.15,USC00251560,41.1222,-98.0283
-11.1,USC00251575,42.8083,103.0533
-15.0,USC00251578,42.8367,102.9528
-12.25,USC00251684,40.5208,-98.0536
-16.95,USC00251825,41.4639,-97.3278
-13.35,USC00251990,42.4603,-97.9047
-5.55,USC00252000,41.7608,102.4378
-13.6,USC00252020,40.6092,-96.8719
-23.35,USC00252037,42.7364,-97.4969
-3.35,USC00252065,40.2317,100.8303
-4.45,USC00252100,40.6344,100.5219
-4.45,USC00252145,41.4086,102.9661
-14.45,USC00252205,41.2492,-97.1328
-13.65,USC00252595,41.9872,-98.0747
-11.65,USC00252680,42.1717,100.0106
-12.5,USC00252770,41.8036,-98.8239
-6.35,USC00252790,40.6864,100.0536
-16.65,USC00252805,42.2611,-98.3417
-13.35,USC00252820,40.0739,-97.1669
-13.05,USC00252840,40.6422,-97.5928
-13.05,USC00253015,42.6656,103.4617
-9.15,USC00253037,40.0953,-98.945
-13.3,USC00253050,41.43,-96.4669
-12.8,USC00253065,40.6558,-97.2208
-12.2,USC00253175,40.5314,-97.5964
-16.15,USC00253185,41.4514,-97.7644
-11.7,USC00253355,42.8967,102.203
-10.25,USC00253365,40.9394,100.1514
-13.3,USC00253425,41.5461,-98.5331
-12.75,USC00253467,41.1586,-96.1922
-3.65,USC00253515,40.0136,101.9408
-5.0,USC00253605,41.6331,103.9542
-9.75,USC00253615,42.6858,103.8842
-12.2,USC00253617,42.7433,103.9219
-9.75,USC00253618,42.8003,103.7867
-13.35,USC00253630,42.6167,-97.2608
-15.0,USC00253652,42.3844,-96.9883
-15.55,USC00253660,40.6472,-98.3836
-13.35,USC00253735,40.175,-97.5903
-8.05,USC00253755,42.3208,103.0733
-5.25,USC00253810,41.1056,100.9775
-7.5,USC00253910,40.4517,-99.3803
-12.2,USC00254035,41.7175,-97.0031
-3.6,USC00254110,40.5092,101.6514
-9.4,USC00254335,40.7258,-99.0133
-13.85,USC00254432,42.9503,100.945
-6.1,USC00254440,41.2453,103.6344
-4.45,USC00254455,41.2097,101.6706
-6.95,USC00254755,41.3297,102.1442
-4.2,USC00254903,41.2664,102.6586
-3.9,USC00254906,41.1531,102.64
-10.6,USC00254985,41.2789,-98.9697
-13.85,USC00255040,42.83,-98.4711
-13.05,USC00255080,41.8292,-97.45
-9.45,USC00255250,41.2211,-99.2939
-3.6,USC00255310,40.2289,100.61
-13.35,USC00255362,41.1431,-96.4808
-4.45,USC00255388,40.3744,100.2331
-12.8,USC00255470,42.9194,101.7089
-8.6,USC00255565,40.5156,-98.9514
-8.6,USC00255700,42.0422,101.0458
-13.05,USC00255810,40.6986,-95.8867
-16.95,USC00255925,42.6008,-99.3333
-12.75,USC00255997,42.0289,-97.4855
-5.8,USC00256075,41.0569,100.7494
-13.6,USC00256135,42.0644,-97.9667
-11.95,USC00256167,41.1439,-99.7633
-2.5,USC00256200,41.1275,101.7206
-14.15,USC00256290,42.4594,-98.6564
-13.6,USC00256375,41.1844,-97.5514
-4.2,USC00256385,41.4014,102.3464
-8.05,USC00256454,40.3283,-99.6522
-12.8,USC00256570,40.1117,-96.1514
-7.8,USC00256765,42.2614,103.5189
-14.15,USC00256970,42.065,100.2472
-10.0,USC00257040,41.0319,-98.9214
-12.75,USC00257055,40.9536,-96.7442
-11.4,USC00257070,40.0978,-98.5197
-3.9,USC00257110,40.3575,100.6608
-8.05,USC00257401,40.0536,-95.4642
-4.45,USC00257667,41.8644,103.6397
-13.85,USC00257715,40.8997,-97.0908
-3.35,USC00257830,41.2294,103.0214
-13.05,USC00258040,42.7981,-98.6508
-18.9,USC00258090,42.8389,-99.7781
-12.8,USC00258117,42.0414,-97.1747
-5.55,USC00258133,41.4581,100.5986
-11.95,USC00258320,40.0297,-98.0758
-13.9,USC00258328,41.1042,-97.3094
-14.15,USC00258360,42.1836,-99.0897
-13.6,USC00258395,40.6661,-96.1892
-13.6,USC00258410,40.2381,-96.0847
-10.85,USC00258455,41.7678,-99.3789
-14.15,USC00258465,40.3544,-96.1939
-14.45,USC00258480,41.7767,-96.2328
-3.6,USC00258628,40.1903,101.0669
-16.65,USC00258751,42.8753,100.5517
-13.6,USC00258755,42.5703,100.6933
-12.5,USC00258795,41.3197,-96.3672
-13.6,USC00258806,42.7189,-98.2158
-12.8,USC00258878,40.2031,-96.4631
-18.05,USC00258915,42.2619,-96.8636
-5.0,USC00258920,40.8433,101.2094
-10.25,USC00258935,42.1506,-96.4756
-3.65,USC00259020,40.4122,101.3611
-13.9,USC00259045,42.2361,-97.0108
-15.0,USC00259090,40.8639,-96.1414
-13.85,USC00259193,41.2211,-96.7775
-15.0,USC00259200,41.845,-96.7142
-14.2,USC00259513,40.9153,-97.5997
3.6,USC00260150,36.5717,116.4619
-1.95,USC00260438,40.7808,115.1853
-3.3,USC00260795,40.5903,116.475
-12.8,USC00260800,39.9003,116.5875
-14.15,USC00260955,38.5208,115.5444
3.65,USC00261327,36.7756,114.11
8.1,USC00261371,36.1414,114.7275
3.05,USC00261485,39.1253,119.7678
-4.2,USC00261590,37.8044,114.4069
-5.8,USC00261660,41.6814,115.5289
0.85,USC00261684,39.9006,114.8861
